Number of words,1917163
Number of unique words,15608
Average word frequency,122.832073
Entropy,6.701858

Word,Frequency,Proportion,Entropy Term
each,437,0.000228,0.001912
plate,51,0.000027,0.000280
certificate,78,0.000041,0.000411
guarantees,5,0.000003,0.000034
licked,7,0.000004,0.000046
clean,101,0.000053,0.000519
congratulations,214,0.000112,0.001016
lady,367,0.000191,0.001639
received,180,0.000094,0.000871
grammy,28,0.000015,0.000163
nomination,179,0.000093,0.000866
strange,128,0.000067,0.000642
destroyed,52,0.000027,0.000285
nominated,98,0.000051,0.000505
awards,102,0.000053,0.000524
audio,35,0.000018,0.000199
version,106,0.000055,0.000542
book,1099,0.000573,0.004279
takes,230,0.000120,0.001083
village,36,0.000019,0.000204
second,571,0.000298,0.002418
debut,8,0.000004,0.000052
comedy,59,0.000031,0.000320
album,31,0.000016,0.000178
might,659,0.000344,0.002742
prison,355,0.000185,0.001591
magazine,442,0.000231,0.001931
gq,23,0.000012,0.000136
quarterly,3,0.000002,0.000021
hip,27,0.000014,0.000157
style,32,0.000017,0.000184
conscious,4,0.000002,0.000027
criticize,40,0.000021,0.000225
wears,46,0.000024,0.000255
digital,13,0.000007,0.000081
watch,453,0.000236,0.001973
watches,21,0.000011,0.000125
arent,227,0.000118,0.001071
stylish,3,0.000002,0.000021
let,792,0.000413,0.003219
expert,79,0.000041,0.000416
needs,284,0.000148,0.001306
extra,148,0.000077,0.000731
pair,69,0.000036,0.000368
paula,424,0.000221,0.001861
jones,388,0.000202,0.001721
harassment,76,0.000040,0.000402
lawsuit,65,0.000034,0.000349
haunt,6,0.000003,0.000040
cover,235,0.000123,0.001104
newsweek,138,0.000072,0.000687
seem,156,0.000081,0.000766
real,623,0.000325,0.002610
case,331,0.000173,0.001496
supreme,513,0.000268,0.002201
court,710,0.000370,0.002926
identify,31,0.000016,0.000178
distinguishing,17,0.000009,0.000103
marks,65,0.000034,0.000349
private,230,0.000120,0.001083
parts,89,0.000046,0.000463
turns,601,0.000313,0.002529
bet,129,0.000067,0.000646
shred,9,0.000005,0.000058
character,55,0.000029,0.000300
witness,32,0.000017,0.000184
martin,104,0.000054,0.000533
star,227,0.000118,0.001071
accurate,24,0.000013,0.000141
cosmetic,11,0.000006,0.000069
surgery,166,0.000087,0.000810
done,468,0.000244,0.002030
avoid,123,0.000064,0.000619
served,69,0.000036,0.000368
despite,121,0.000063,0.000610
charges,140,0.000073,0.000696
stuck,120,0.000063,0.000606
another,1187,0.000619,0.004574
cause,429,0.000224,0.001881
mighty,11,0.000006,0.000069
pants,166,0.000087,0.000810
fill,94,0.000049,0.000487
drug,250,0.000130,0.001166
czar,21,0.000011,0.000125
pledged,30,0.000016,0.000173
study,301,0.000157,0.001375
alternative,48,0.000025,0.000265
medicine,43,0.000022,0.000240
complete,75,0.000039,0.000397
marijuana,387,0.000202,0.001717
effective,33,0.000017,0.000189
jerry,132,0.000069,0.000660
garcia,3,0.000002,0.000021
alive,141,0.000074,0.000700
reading,189,0.000099,0.000909
shall,14,0.000007,0.000086
east,350,0.000183,0.001572
bearing,8,0.000004,0.000052
gifts,68,0.000035,0.000363
foreigners,31,0.000016,0.000178
speaking,565,0.000295,0.002396
reported,411,0.000214,0.001811
tipper,74,0.000039,0.000392
gore,1908,0.000995,0.006880
becoming,120,0.000063,0.000606
rock,136,0.000071,0.000678
band,82,0.000043,0.000430
meanwhile,252,0.000131,0.001175
al,2567,0.001339,0.008858
far,348,0.000182,0.001564
scary,238,0.000124,0.001117
philadelphia,61,0.000032,0.000329
sent,407,0.000212,0.001795
cocktail,20,0.000010,0.000120
fortunately,44,0.000023,0.000245
ted,531,0.000277,0.002269
kennedy,343,0.000179,0.001544
intercepted,4,0.000002,0.000027
package,78,0.000041,0.000411
drank,25,0.000013,0.000147
episode,138,0.000072,0.000687
brooke,4,0.000002,0.000027
shields,8,0.000004,0.000052
suddenly,74,0.000039,0.000392
susan,48,0.000025,0.000265
best,510,0.000266,0.002190
performance,64,0.000033,0.000344
carried,42,0.000022,0.000235
weeks,774,0.000404,0.003155
nation,194,0.000101,0.000931
ours,18,0.000009,0.000109
buy,392,0.000204,0.001737
souvenirs,4,0.000002,0.000027
qvc,6,0.000003,0.000040
shopping,86,0.000045,0.000449
channel,105,0.000055,0.000537
honest,161,0.000084,0.000788
god,848,0.000442,0.003416
gold,85,0.000044,0.000444
medallion,3,0.000002,0.000021
silver,26,0.000014,0.000152
favorite,336,0.000175,0.001516
item,20,0.000010,0.000120
photo,148,0.000077,0.000731
ball,111,0.000058,0.000565
items,40,0.000021,0.000225
seal,46,0.000024,0.000255
authenticity,6,0.000003,0.000040
gravy,15,0.000008,0.000092
executed,57,0.000030,0.000310
gave,1024,0.000534,0.004025
condemned,18,0.000009,0.000109
men,402,0.000210,0.001776
meal,56,0.000029,0.000305
meals,24,0.000013,0.000141
consisted,4,0.000002,0.000027
chicken,81,0.000042,0.000426
french,193,0.000101,0.000927
fries,28,0.000015,0.000163
cheeseburgers,6,0.000003,0.000040
later,242,0.000126,0.001133
call,1098,0.000573,0.004275
clemency,5,0.000003,0.000034
finish,77,0.000040,0.000407
death,276,0.000144,0.001273
row,106,0.000055,0.000542
sitting,228,0.000119,0.001075
governor,1504,0.000784,0.005609
cell,134,0.000070,0.000669
tickets,60,0.000031,0.000325
cost,176,0.000092,0.000853
become,410,0.000214,0.001807
honorary,38,0.000020,0.000215
hillarys,241,0.000126,0.001129
landmark,20,0.000010,0.000120
moment,378,0.000197,0.001682
republic,40,0.000021,0.000225
suit,104,0.000054,0.000533
refresh,4,0.000002,0.000027
your,2543,0.001326,0.008788
claims,260,0.000136,0.001208
dropped,397,0.000207,0.001757
motel,19,0.000010,0.000114
room,369,0.000192,0.001647
fishy,4,0.000002,0.000027
whole,777,0.000405,0.003166
videotaped,22,0.000011,0.000131
worse,248,0.000129,0.001158
front,333,0.000174,0.001504
publicity,37,0.000019,0.000210
difficult,70,0.000037,0.000373
line,304,0.000159,0.001387
hearing,324,0.000169,0.001468
lawyers,187,0.000098,0.000901
aggressive,15,0.000008,0.000092
legal,233,0.000122,0.001096
mastermind,14,0.000007,0.000086
matters,17,0.000009,0.000103
gotta,111,0.000058,0.000565
careful,71,0.000037,0.000378
greedy,8,0.000004,0.000052
originally,56,0.000029,0.000305
wanted,549,0.000286,0.002336
delay,100,0.000052,0.000514
until,643,0.000335,0.002683
finishes,16,0.000008,0.000098
original,93,0.000049,0.000482
justice,218,0.000114,0.001033
clarence,23,0.000012,0.000136
thomas,75,0.000039,0.000397
involved,193,0.000101,0.000927
menendez,11,0.000006,0.000069
brothers,62,0.000032,0.000334
organizing,9,0.000005,0.000058
away,672,0.000351,0.002789
inaugurated,8,0.000004,0.000052
spent,530,0.000276,0.002265
taxpayer,29,0.000015,0.000168
damn,88,0.000046,0.000459
offset,5,0.000003,0.000034
bank,172,0.000090,0.000836
girlfriend,96,0.000050,0.000496
trading,51,0.000027,0.000280
cards,95,0.000050,0.000491
beautiful,188,0.000098,0.000905
souvenir,3,0.000002,0.000021
depicts,7,0.000004,0.000046
excited,369,0.000192,0.001647
gown,18,0.000009,0.000109
designed,31,0.000016,0.000178
oscar,59,0.000031,0.000320
de,138,0.000072,0.000687
renta,3,0.000002,0.000021
date,150,0.000078,0.000740
bolton,21,0.000011,0.000125
performing,35,0.000018,0.000199
myself,131,0.000068,0.000655
november,128,0.000067,0.000642
barbra,51,0.000027,0.000280
streisand,51,0.000027,0.000280
perform,39,0.000020,0.000220
boyfriend,43,0.000022,0.000240
james,154,0.000080,0.000757
brolin,11,0.000006,0.000069
sleep,131,0.000068,0.000655
fit,89,0.000046,0.000463
walked,116,0.000061,0.000588
strict,27,0.000014,0.000157
spouse,9,0.000005,0.000058
unless,220,0.000115,0.001041
trouble,575,0.000300,0.002433
fight,304,0.000159,0.001387
kenny,22,0.000011,0.000131
g,10,0.000005,0.000063
fistfight,4,0.000002,0.000027
bottle,35,0.000018,0.000199
mans,42,0.000022,0.000235
difficulties,6,0.000003,0.000040
strife,3,0.000002,0.000021
otherwise,25,0.000013,0.000147
approval,352,0.000184,0.001580
higher,94,0.000049,0.000487
alltime,68,0.000035,0.000363
popular,281,0.000147,0.001294
hitting,81,0.000042,0.000426
quiz,22,0.000011,0.000131
dropping,137,0.000071,0.000682
asking,317,0.000165,0.001440
favors,14,0.000007,0.000086
whom,17,0.000009,0.000103
half,430,0.000224,0.001885
ross,53,0.000028,0.000290
perot,43,0.000022,0.000240
inches,25,0.000013,0.000147
shorter,13,0.000007,0.000081
bear,54,0.000028,0.000295
designing,9,0.000005,0.000058
sleeves,8,0.000004,0.000052
long,675,0.000352,0.002800
enough,604,0.000315,0.002540
bought,222,0.000116,0.001050
books,118,0.000062,0.000597
share,63,0.000033,0.000339
wild,77,0.000040,0.000407
lighthearted,3,0.000002,0.000021
suggestions,5,0.000003,0.000034
anyone,297,0.000155,0.001359
considering,227,0.000118,0.001071
career,92,0.000048,0.000477
public,308,0.000161,0.001404
funds,46,0.000024,0.000255
intrigue,4,0.000002,0.000027
youll,153,0.000080,0.000753
entitled,42,0.000022,0.000235
ive,364,0.000190,0.001627
seen,708,0.000369,0.002919
enjoyed,40,0.000021,0.000225
terrific,43,0.000022,0.000240
success,61,0.000032,0.000329
standing,197,0.000103,0.000944
firm,43,0.000022,0.000240
exciting,240,0.000125,0.001125
written,164,0.000086,0.000801
dans,3,0.000002,0.000021
marilyn,9,0.000005,0.000058
cold,301,0.000157,0.001375
layer,6,0.000003,0.000040
parade,84,0.000044,0.000440
limo,27,0.000014,0.000157
lights,69,0.000036,0.000368
flashing,8,0.000004,0.000052
huh,520,0.000271,0.002228
signaling,3,0.000002,0.000021
nervous,88,0.000046,0.000459
put,1237,0.000645,0.004740
hand,384,0.000200,0.001706
bible,55,0.000029,0.000300
notice,116,0.000061,0.000588
worried,315,0.000164,0.001432
jump,79,0.000041,0.000416
oath,51,0.000027,0.000280
balls,37,0.000019,0.000210
fourteen,8,0.000004,0.000052
hasnt,326,0.000170,0.001476
dancing,170,0.000089,0.000827
gingrichs,44,0.000023,0.000245
testimony,84,0.000044,0.000440
ethics,69,0.000036,0.000368
jimmy,146,0.000076,0.000722
nypd,3,0.000002,0.000021
blue,81,0.000042,0.000426
attended,113,0.000059,0.000574
festivities,13,0.000007,0.000081
fan,106,0.000055,0.000542
hanging,79,0.000041,0.000416
costing,19,0.000010,0.000114
mistake,166,0.000087,0.000810
yesterdays,36,0.000019,0.000204
minister,313,0.000163,0.001424
ceremony,100,0.000052,0.000514
accidentally,151,0.000079,0.000744
rodham,54,0.000028,0.000295
rodman,35,0.000018,0.000199
laughed,17,0.000009,0.000103
kicked,113,0.000059,0.000574
groin,4,0.000002,0.000027
performed,43,0.000022,0.000240
secret,737,0.000384,0.003023
service,651,0.000340,0.002712
agents,152,0.000079,0.000749
bomb,252,0.000131,0.001175
scare,89,0.000046,0.000463
small,193,0.000101,0.000927
everybody,601,0.000313,0.002529
watched,208,0.000108,0.000990
pledge,61,0.000032,0.000329
allegiance,28,0.000015,0.000163
swearing,20,0.000010,0.000120
seeing,139,0.000073,0.000691
politicians,220,0.000115,0.001041
hearts,30,0.000016,0.000173
supposed,272,0.000142,0.001257
reviewing,13,0.000007,0.000081
watching,477,0.000249,0.002065
plastic,90,0.000047,0.000468
work,1059,0.000552,0.004144
clear,138,0.000072,0.000687
keep,697,0.000364,0.002879
eye,96,0.000050,0.000496
tries,55,0.000029,0.000300
break,227,0.000118,0.001071
promise,84,0.000044,0.000440
somebody,330,0.000172,0.001492
singer,35,0.000018,0.000199
meatloaf,12,0.000006,0.000075
meat,84,0.000044,0.000440
mixup,11,0.000006,0.000069
requested,19,0.000010,0.000114
pounds,179,0.000093,0.000866
bankrupt,43,0.000022,0.000240
broke,311,0.000162,0.001416
mayor,572,0.000298,0.002422
marion,30,0.000016,0.000173
barry,85,0.000044,0.000444
switched,55,0.000029,0.000300
crack,107,0.000056,0.000547
wants,1294,0.000675,0.004928
enlist,3,0.000002,0.000021
war,856,0.000446,0.003444
drugs,213,0.000111,0.001012
consuming,3,0.000002,0.000021
available,77,0.000040,0.000407
town,351,0.000183,0.001576
using,461,0.000240,0.002004
introduced,110,0.000057,0.000560
crime,125,0.000065,0.000628
rest,202,0.000105,0.000965
entire,293,0.000153,0.001343
cast,90,0.000047,0.000468
strokes,8,0.000004,0.000052
street,334,0.000174,0.001508
thanks,157,0.000082,0.000771
super,275,0.000143,0.001269
eat,195,0.000102,0.000935
corn,33,0.000017,0.000189
packers,10,0.000005,0.000063
reggie,10,0.000005,0.000063
rushing,13,0.000007,0.000081
quarterback,20,0.000010,0.000120
ooh,99,0.000052,0.000510
mad,228,0.000119,0.001075
lashed,35,0.000018,0.000199
critics,96,0.000050,0.000496
victim,14,0.000007,0.000086
double,82,0.000043,0.000430
standard,33,0.000017,0.000189
lately,103,0.000054,0.000528
forgot,76,0.000040,0.000402
luckily,127,0.000066,0.000637
bibles,9,0.000005,0.000058
expensive,130,0.000068,0.000651
morning,557,0.000291,0.002366
cup,88,0.000046,0.000459
coffee,90,0.000047,0.000468
latest,537,0.000280,0.002291
miniscandal,4,0.000002,0.000027
report,515,0.000269,0.002209
past,316,0.000165,0.001436
democratic,753,0.000393,0.003080
national,912,0.000476,0.003639
committee,241,0.000126,0.001129
collected,10,0.000005,0.000063
average,115,0.000060,0.000583
guest,99,0.000052,0.000510
cheaper,48,0.000025,0.000265
buddy,195,0.000102,0.000935
russia,237,0.000124,0.001112
slogan,387,0.000202,0.001717
beers,19,0.000010,0.000114
england,150,0.000078,0.000740
journal,69,0.000036,0.000368
opposition,24,0.000013,0.000141
medical,195,0.000102,0.000935
use,649,0.000339,0.002705
misguided,3,0.000002,0.000021
mention,56,0.000029,0.000305
buzz,23,0.000012,0.000136
las,121,0.000063,0.000610
vegas,173,0.000090,0.000840
personally,93,0.000049,0.000482
drunks,9,0.000005,0.000058
gambling,42,0.000022,0.000235
flown,21,0.000011,0.000125
free,381,0.000199,0.001694
catered,5,0.000003,0.000034
spend,370,0.000193,0.001651
most,1269,0.000662,0.004845
prestigious,12,0.000006,0.000075
rooms,35,0.000018,0.000199
per,71,0.000037,0.000378
union,294,0.000153,0.001347
minor,39,0.000020,0.000220
gop,137,0.000071,0.000682
smart,221,0.000115,0.001045
oklahoma,33,0.000017,0.000189
jc,5,0.000003,0.000034
watts,4,0.000002,0.000027
response,199,0.000104,0.000952
black,409,0.000213,0.001803
attack,330,0.000172,0.001492
protected,20,0.000010,0.000120
endangered,30,0.000016,0.000173
species,36,0.000019,0.000204
verdict,21,0.000011,0.000125
reporters,259,0.000135,0.001204
followed,62,0.000032,0.000334
simpson,44,0.000023,0.000245
noticed,122,0.000064,0.000615
ice,158,0.000082,0.000775
cream,69,0.000036,0.000368
surprising,90,0.000047,0.000468
sorry,426,0.000222,0.001869
ugly,68,0.000035,0.000363
mess,79,0.000041,0.000416
nobody,338,0.000176,0.001524
knew,312,0.000163,0.001420
paid,251,0.000131,0.001171
attention,133,0.000069,0.000664
missed,103,0.000054,0.000528
sold,99,0.000052,0.000510
group,516,0.000269,0.002212
businessmen,10,0.000005,0.000063
weve,290,0.000151,0.001331
basically,141,0.000074,0.000700
education,103,0.000054,0.000528
partners,24,0.000013,0.000141
holds,35,0.000018,0.000199
longest,31,0.000016,0.000178
shortest,19,0.000010,0.000114
minutes,431,0.000225,0.001888
proves,61,0.000032,0.000329
telling,430,0.000224,0.001885
lie,158,0.000082,0.000775
countrys,65,0.000034,0.000349
educational,7,0.000004,0.000046
fixed,42,0.000022,0.000235
fix,103,0.000054,0.000528
poll,667,0.000348,0.002771
americans,997,0.000520,0.003932
pretty,1225,0.000639,0.004700
sure,802,0.000418,0.003254
baskin,3,0.000002,0.000021
obvious,34,0.000018,0.000194
riveted,4,0.000002,0.000027
kept,223,0.000116,0.001054
child,183,0.000095,0.000884
born,179,0.000093,0.000866
unusual,57,0.000030,0.000310
memories,15,0.000008,0.000092
campaigns,40,0.000021,0.000225
financing,8,0.000004,0.000052
decide,107,0.000056,0.000547
library,180,0.000094,0.000871
problem,544,0.000284,0.002318
shredded,17,0.000009,0.000103
documents,102,0.000053,0.000524
convicted,76,0.000040,0.000402
defendant,4,0.000002,0.000027
mcdougal,25,0.000013,0.000147
exwife,20,0.000010,0.000120
affair,265,0.000138,0.001228
nonsense,12,0.000006,0.000075
end,484,0.000252,0.002091
denying,76,0.000040,0.000402
surprise,224,0.000117,0.001058
possibly,68,0.000035,0.000363
raised,187,0.000098,0.000901
dinner,398,0.000208,0.001760
raise,222,0.000116,0.001050
dividing,6,0.000003,0.000040
check,253,0.000132,0.001179
soup,24,0.000013,0.000141
owe,42,0.000022,0.000235
lincoln,200,0.000104,0.000956
bedroom,66,0.000034,0.000354
count,174,0.000091,0.000845
eight,378,0.000197,0.001682
feet,101,0.000053,0.000519
accommodate,5,0.000003,0.000034
height,13,0.000007,0.000081
day,2724,0.001421,0.009316
thatll,46,0.000024,0.000255
mirror,31,0.000016,0.000178
ceiling,55,0.000029,0.000300
lava,8,0.000004,0.000052
lamp,11,0.000006,0.000069
slept,73,0.000038,0.000387
jefferson,49,0.000026,0.000270
monroe,5,0.000003,0.000034
daddy,57,0.000030,0.000310
dopey,6,0.000003,0.000040
hat,73,0.000038,0.000387
means,890,0.000464,0.003563
cheating,99,0.000052,0.000510
gennifer,26,0.000014,0.000152
flowers,59,0.000031,0.000320
cheats,15,0.000008,0.000092
mistress,104,0.000054,0.000533
hang,78,0.000041,0.000411
fords,16,0.000008,0.000098
theater,76,0.000040,0.000402
play,296,0.000154,0.001355
convince,56,0.000029,0.000305
abraham,64,0.000033,0.000344
lincolns,28,0.000015,0.000163
birthday,544,0.000284,0.002318
reactions,4,0.000002,0.000027
whites,12,0.000006,0.000075
blacks,33,0.000017,0.000189
themselves,169,0.000088,0.000823
others,60,0.000031,0.000325
shoes,90,0.000047,0.000468
ass,113,0.000059,0.000574
partner,32,0.000017,0.000184
deal,621,0.000324,0.002603
please,436,0.000227,0.001908
blame,154,0.000080,0.000757
uncle,44,0.000023,0.000245
adams,17,0.000009,0.000103
strom,101,0.000053,0.000519
thurmond,74,0.000039,0.000392
recovering,39,0.000020,0.000220
flu,205,0.000107,0.000978
fine,272,0.000142,0.001257
touch,126,0.000066,0.000633
anna,41,0.000021,0.000230
nicole,48,0.000025,0.000265
smith,64,0.000033,0.000344
circling,6,0.000003,0.000040
head,532,0.000277,0.002273
reportedly,185,0.000096,0.000892
hear,978,0.000510,0.003867
park,134,0.000070,0.000669
valentines,66,0.000034,0.000354
special,284,0.000148,0.001306
nights,182,0.000095,0.000879
suite,11,0.000006,0.000069
includes,43,0.000022,0.000240
fireplace,4,0.000002,0.000027
hot,704,0.000367,0.002904
tub,24,0.000013,0.000141
boston,101,0.000053,0.000519
globe,34,0.000018,0.000194
donors,45,0.000023,0.000250
raked,3,0.000002,0.000021
scandal,457,0.000238,0.001988
folgers,3,0.000002,0.000021
life,565,0.000295,0.002396
between,701,0.000366,0.002894
example,286,0.000149,0.001314
lawyer,199,0.000104,0.000952
remembered,37,0.000019,0.000210
poem,9,0.000005,0.000058
captain,48,0.000025,0.000265
nantucket,6,0.000003,0.000040
fascinating,119,0.000062,0.000601
lead,232,0.000121,0.001091
civil,75,0.000039,0.000397
uncanny,5,0.000003,0.000034
nickname,64,0.000033,0.000344
difference,175,0.000091,0.000849
envelope,11,0.000006,0.000069
gettysburg,9,0.000005,0.000058
envelopes,3,0.000002,0.000021
cash,155,0.000081,0.000762
mail,124,0.000065,0.000624
mount,34,0.000018,0.000194
rushmore,21,0.000011,0.000125
wishes,45,0.000023,0.000250
lived,65,0.000034,0.000349
log,25,0.000013,0.000147
cabin,10,0.000005,0.000063
electricity,57,0.000030,0.000310
running,1540,0.000803,0.005725
water,253,0.000132,0.001179
governors,78,0.000041,0.000411
mansion,61,0.000032,0.000329
once,585,0.000305,0.002470
towards,69,0.000036,0.000368
none,66,0.000034,0.000354
charity,53,0.000028,0.000290
site,53,0.000028,0.000290
cool,209,0.000109,0.000995
nachos,10,0.000005,0.000063
proud,68,0.000035,0.000363
monday,184,0.000096,0.000888
chicago,195,0.000102,0.000935
dramatic,29,0.000015,0.000168
rushed,45,0.000023,0.000250
impacted,5,0.000003,0.000034
martini,8,0.000004,0.000052
olive,27,0.000014,0.000157
having,1035,0.000540,0.004062
breathe,12,0.000006,0.000075
offered,201,0.000105,0.000961
series,132,0.000069,0.000660
touched,35,0.000018,0.000199
sweeping,18,0.000009,0.000109
changes,64,0.000033,0.000344
industry,127,0.000066,0.000637
safety,66,0.000034,0.000354
goal,69,0.000036,0.000368
cut,359,0.000187,0.001607
air,499,0.000260,0.002148
